district,block,klpid,school_name,dise_code,village,child_count,yes,no ,dont know,yes,no ,dont know,yes,no ,dont know,yes,no ,dont know,yes,no ,dont know,yes,no ,dont know,yes,no ,dont know,yes,no ,dont know,yes,no ,dont know,yes,no ,dont know,Village,District,Block,Date,Name of the school,KLP ID,Grama Panchayat,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q1,Q2,Q3,Q4,Q5,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Total
GADAG,MUNDARAGI,36899,GHPKGS SHIRUR,29080200401,SHIRUR,119,68,51,0,99,20,0,111,8,0,6,113,0,54,65,0,113,6,0,51,39,29,113,6,0,104,15,0,45,74,0,Shirur,Gadag,Mundaragi,10/12/2016,GHPGS Shirur,36899,Jantli Shirur,0.77,0.16,0.26,0.1,0.19,0.32,0.26,0.55,0.81,0.77,0.16,0.39,0.58,0.39,0.13,0,0.32,0.55,0.55,0,7.26
GADAG,MUNDARAGI,36862,GHPS SHIVAJINAGAR(SHINGAT.KERI,29080200101,SHIVAJI NAGAR,260,139,121,0,250,10,0,253,7,0,4,256,0,1,0,259,203,56,1,90,115,55,231,29,0,192,68,0,125,135,0,Shivajinagar,Gadag,Mundaragi,24/12/2016,GHPS Shivajinagar,36862,Shivajinagar,0.91,0.41,0.23,0.27,0.23,0.27,0.27,0.39,0.41,0.57,0.2,0.07,0.82,0.36,0.2,0.05,0.41,0.55,0.7,0.43,7.75
GADAG,MUNDARAGI,36847,GHPS TAMBRAGUNDI,29080202001,TAMRAGUNDI,52,43,9,0,48,4,0,52,0,0,9,43,0,39,12,1,47,5,0,24,28,0,47,5,0,45,7,0,41,11,0,Tambragundi,Gadag,Mundaragi,17/12/2016,GHPS Tambragundi,36847,Harogeri,0.83,1,1,0.17,0.33,0.67,0.67,0.83,0.67,0.83,0.5,0,1,0.67,0,0.67,0.5,0.83,0.83,0,12
GADAG,MUNDARAGI,36915,GLPS TBN HAMMAGI,29080205208,HAMMIGI,38,22,16,0,19,17,2,31,7,0,1,36,1,19,8,11,32,6,0,8,30,0,31,7,0,30,8,0,30,8,0,TBN Hammigi,Gadag,Mundaragi,14/02/2017,GLPS TBN Hammigi,36915,Hammigi,0.91,0.73,0.64,0.64,0.64,0.73,0.73,1,0.73,0.73,0.36,0.55,0.91,0.73,0.45,0,0.27,0.55,0.73,0.64,12.64
GADAG,MUNDARAGI,36822,GLPS TIPPAPUR,29080203401,TIPPAPUR,28,23,5,0,24,0,4,21,0,7,0,24,4,16,4,8,26,0,2,12,8,8,24,2,2,14,6,8,8,18,2,Tippapur,Gadag,Mundaragi,10/12/2016,GLPS Tippapur,36822,Bidnal,1,0.5,0.75,1,0.75,1,0.75,0.5,0.5,0.75,0.5,0.75,1,0.5,0.5,0,0.5,1,1,0,13.25
GADAG,MUNDARAGI,36902,GHPS VENKATAPUR,29080200802,VENKATAPUR,126,60,65,1,62,37,27,83,27,16,42,58,26,1,122,3,79,27,20,42,59,25,69,35,22,56,54,16,48,67,11,Venkatapur,Gadag,Mundaragi,03/02/2017,GHPS Venkatapur,36902,Hallikeri,1,0.45,0.82,0.73,0.82,0.91,0.91,0.82,1,1,0.91,0.64,1,0.82,0.36,0.45,0.82,1,1,0.82,16.27
GADAG,MUNDARAGI,36839,GHPS VITHALAPUR,29080205001,BIDARALLI,150,133,17,0,101,43,6,132,16,2,91,59,0,46,88,16,129,18,3,81,62,7,129,16,5,67,75,8,23,107,20,Vithalapura,Gadag,Mundaragi,24/12/2016,GHPS Vithalapura,36839,Bidarahalli,1,0.43,0.86,0.57,0.43,0.71,0.86,0.71,0.71,0.71,0.71,0.71,1,0.43,0.43,0.71,0.14,0.29,0.57,0.14,12.14
Gulbarga,Aland,13586,GHPS Dannur,29040102801,Dannur,80,47,23,10,28,47,5,55,21,4,54,16,10,22,43,15,74,6,0,14,58,8,36,28,16,23,46,11,17,36,27,Dannur,Gulbarga,Aland,18/11/2016,GHPS Dannur,13586,Dannnur,0.8,0.2,0.4,0.27,0.07,0.07,0.33,0.33,0.4,0.6,0.07,0.2,0.73,0.27,0,0,0.07,0.33,0.4,0.07,5.6
Gulbarga,Aland,13702,GHPS Dhangapur,29040103201,Dhangapur,137,70,47,20,94,29,14,80,47,10,40,94,3,6,67,64,128,5,4,38,43,56,37,48,52,37,41,59,42,47,48,Dhangapura,Gulbarga,Aland,09/10/2016,GHPS Dhangapur,13702,Neelamma Moulappa Madankar,0.79,0.21,0.26,0.21,0.11,0.16,0.21,0.47,0.84,0.74,0.21,0.53,0.68,0.16,0.05,0,0.11,0.16,0.53,0.05,6.47
Gulbarga,Aland,13665,GHPS Honnahalli,29040104501,Honnahalli,74,43,31,0,32,41,1,42,31,1,32,42,0,1,34,39,71,3,0,36,38,0,54,20,0,46,28,0,0,41,33,Honnahalli,Gulbarga,Aland,19/11/2016,GHPS Honnahalli,13665,Hallisalagar,0.88,0.5,0.63,0.38,0.38,0.38,0.38,0.38,0.75,0.88,0.38,0.5,0.88,0.25,0,0.75,0.25,0.13,0.25,0.5,9.38
Gulbarga,Aland,13623,GHPS Jamaga j,29040114301,Jamaga,80,29,18,33,19,28,33,24,17,39,14,25,41,42,20,18,80,0,0,8,32,40,21,22,37,13,21,46,32,23,25,Jamaga (J),Gulbarga,Aland,09/10/2016,GHPS Jamaga (J),13623,Vijayalakshmi,1,0.4,0.67,0.93,0.67,0.87,0.73,0.93,1,1,0.8,0.8,0.8,0.73,0.27,0.6,0.87,0.87,0.6,0,14.53
Gulbarga,Aland,13709,GHPS Kudaki,29040107502,Kudaki,89,78,10,1,34,25,30,84,2,3,68,1,20,5,45,39,88,0,1,48,13,28,78,2,9,67,3,19,4,53,32,Kudaki,Gulbarga,Aland,28/10/2016,GHPS Kudaki,13709,Shivasharnappa,0.8,0.4,0.6,0.3,0.6,0.5,0.5,0.4,0.4,0.3,0.3,0.3,0.8,0.4,0.3,0.4,0.2,0.2,0.3,0.1,8.1
Gulbarga,Aland,13762,GMPS Madiyal,29040108201,Madiyal,70,35,35,0,65,1,4,47,7,16,31,29,10,11,20,39,68,1,1,36,20,14,66,2,2,55,10,5,8,49,13,Madiyal,Gulbarga,Aland,09/10/2016,GMPS Madiyal,13762,Prabhakar,0.75,0.5,0.69,0.38,0.25,0.5,0.38,0.56,0.56,0.75,0.44,0.38,0.81,0.25,0.13,0,0.75,0.38,0.38,0.06,8.88
Gulbarga,Aland,13659,GHPS Mogha (K),29040113201,Mogha (K),65,34,31,0,31,34,0,34,31,0,31,34,0,0,35,30,65,0,0,32,33,0,35,30,0,34,31,0,6,21,38,Mhogha K,Gulbarga,Aland,19/11/2016,GHPS Mhogha K,13659,Mhogha B,0.79,0.36,0.43,0.21,0.64,0.21,0.43,0.86,0.64,0.93,0.71,0,0.93,0.29,0,0.07,0.79,0.64,0.79,0.21,9.93
Gulbarga,Aland,13654,GHPS Mogha (B),29040108501,Mogha (B),93,53,40,0,56,36,1,55,37,1,38,53,2,0,56,37,89,4,0,33,59,1,57,36,0,51,42,0,3,59,31,Mogha B,Gulbarga,Aland,19/11/2016,GHPS Mogha B,13654,Mhogha B,1,0.5,0.75,0.67,0.92,0.58,0.75,0.92,0.67,0.92,0.67,0.75,1,0.58,0.42,0.33,0.83,0.67,0.83,0.33,14.08
Gulbarga,Aland,13600,GHPS Neelur,29040103303,Neelur,50,24,18,8,13,26,11,19,17,14,19,19,12,16,19,15,45,3,2,15,17,18,18,19,13,18,13,19,14,15,21,Neelur,Gulbarga,Aland,18/11/2016,GHPS Neelur,13600,Dannnur,0.73,0.09,0.09,0.27,0,0.45,0.36,0.73,0.91,1,0.45,0.55,0.82,0.27,0,0,0.45,0.55,0.64,0.82,9.18
Koppal,Gangavathi,38295,GLPS Ambedkarnagar,29070213403,Ambedkarnagar,146,59,86,1,37,61,48,52,61,33,59,48,39,25,73,48,62,55,29,42,73,31,68,46,32,44,74,28,3,74,69,Ambedkar nagar,Koppal,Gangavathi,04/03/2017,GLPS Ambedkarnagar,38295,Mailapura,0.84,0.32,0.58,0.26,0.37,0.26,0.26,0.42,0.58,0.74,0.37,0.16,0.89,0.21,0.11,0.16,0.21,0.32,0.53,0.37,7.95
Koppal,Gangavathi,19762,GKLPS Bennura thanda,29070213112,Bennura thanda,10,6,4,0,3,5,2,5,4,1,3,4,3,1,5,4,6,3,1,5,5,0,3,5,2,4,5,1,1,5,4,Bennur tanda,Koppal,Gangavathi,18/02/2017,GLPS Bennur tanda,19762,Bennura,1,1,1,1,1,0.8,1,1,1,1,1,1,1,1,0.8,0.6,1,1,1,1,19.2
Koppal,Gangavathi,19746,GHPS Bennur,29070202201,Bennur,220,92,100,28,60,122,38,168,33,19,112,63,45,28,159,33,185,20,15,17,157,46,175,27,18,33,151,36,67,108,45,Bennura,Koppal,Gangavathi,18/02/2017,GHPS Bennura,19746,Bennura,0.61,0.1,0.12,0.17,0.2,0.15,0.07,0.34,0.34,0.41,0.27,0.05,0.56,0.17,0.02,0,0.32,0.12,0.34,0.32,4.68
Koppal,Gangavathi,19747,GHPS Eliganur,29070204001,Eliganur,180,73,72,35,73,71,36,70,74,36,75,70,35,85,59,36,126,19,35,79,77,24,90,59,31,85,66,29,60,87,33,Eliganur,Koppal,Gangavathi,07/01/2017,GHPS Eliganur,19747,Ulenur,0.83,0.17,0.17,0.33,0.17,0.08,0.08,0.67,0.83,0.83,0.67,0.42,0.92,0.42,0.17,0.75,0.58,0.5,0.83,0.08,9.5
Koppal,Gangavathi,19602,GKLPS Hampi Road Anegundi,29070200603,Hampi Road Anegundi,10,4,3,3,4,4,2,4,4,2,4,4,2,2,4,4,4,4,2,2,4,4,4,4,2,4,4,2,1,4,5,Hampiroad Anegundi ,Koppal,Gangavathi,22/12/2016,GLPS Hampiroad Anegundi,19602,Anegundi,0.64,0.36,0.36,0.09,0.09,0.09,0.18,0.27,0.82,0.82,0.36,0.18,0.18,0.09,0.09,0.55,0.55,0.64,0.45,0.09,6.91
Koppal,Gangavathi,19906,GHPS Hulkihal,29070207201,Hulkihal,145,66,77,2,70,50,25,81,60,4,50,55,40,57,38,50,94,40,11,59,70,16,76,46,23,44,78,23,63,72,10,Hulkihal,Koppal,Gangavathi,07/08/2016,GHPS Hulkihal,19906,Amaresh Gowda,0.67,0.42,0.46,0.17,0.25,0.04,0.04,0.5,0.5,0.5,0.21,0.21,0.42,0.17,0.08,0.25,0.08,0.71,0.42,0.04,6.13
Koppal,Gangavathi,19756,GKLPS Jai Kisan Thanda,29070213102,Jai Kisan Thanda,10,4,6,0,2,4,4,4,4,2,2,5,3,2,5,3,5,2,3,5,2,3,5,4,1,6,3,1,0,5,5,Jaikisan tanda,Koppal,Gangavathi,02/10/2016,GLPS Jaikisan tanda,19756,Gangamma,1,0.5,0.75,1,0.75,0.75,0.75,0.75,0.5,0.75,0.25,0.75,1,0.5,0.5,0,0.25,1,0.75,0,12.5
Koppal,Gangavathi,19896,GKLPS Hale jeeral kalgudi camp,29070207802,Hale jeeral kalgudi camp,20,10,8,2,6,8,6,10,7,3,6,7,7,4,9,7,9,7,4,7,9,4,7,7,6,6,9,5,0,12,8,Jeeral Kalgudi Camp,Koppal,Gangavathi,24/12/2016,GLPS Jeeral Kalgudi Camp,19896,Jiral,1,0.5,0.5,0.75,0.75,0.75,0.5,1,1,0.75,0.75,0.75,1,0.75,0.75,0.75,0.5,0.75,0.75,0.25,14.5
Koppal,Gangavathi,19611,GKLPS Kadebagilu,29070208101,Kadebagilu,10,4,4,2,4,4,2,3,4,3,4,3,3,4,4,2,4,3,3,4,3,3,3,3,4,4,4,2,0,5,5,Kadebagilu ,Koppal,Gangavathi,22/12/2016,GLPS Kadebagilu,19611,Anegundi,0.71,0,0.14,0,0.29,0,0,0.29,0.57,0.57,0.29,0.29,0.29,0,0.29,0.29,0.29,0,0.29,0.14,4.71
Koppal,Gangavathi,19614,GHPS Rampur,29070212601,Rampur,190,57,132,1,93,37,60,133,35,22,97,48,45,39,92,59,153,21,16,42,131,17,125,48,17,69,110,11,20,164,6,Rampur ,Koppal,Gangavathi,17/12/2016,GHPS Rampur,19614,Mallapura,0.9,0.45,0.79,0.38,0.31,0.21,0.34,0.48,0.76,0.55,0.38,0.17,0.86,0.14,0.14,0.38,0.52,0.66,0.69,0.55,9.66
Koppal,Gangavathi,19754,GKLPS Shaliganuru,29070213001,Shaliganuru,10,4,6,0,3,3,4,3,4,3,4,2,4,3,5,2,5,3,2,4,4,2,4,4,2,4,3,3,0,5,5,Shaliganur,Koppal,Gangavathi,18/02/2017,GLPS Shaliganur,19754,Bennura,1,0.29,0.57,0.71,0.71,0.71,0.86,0.86,1,0.86,0.43,0.57,1,0.86,0.43,0,0.43,0.29,0.86,0.57,13
Koppal,Gangavathi,19755,GMHPS Siddapur,29070213101,Siddapur,170,135,35,0,144,6,20,138,20,12,25,110,35,135,8,27,142,16,12,82,85,3,116,50,4,107,61,2,140,30,0,Siddapur,Koppal,Gangavathi,02/10/2016,GMPS Siddapur,19755,Gangamma,0.76,0.32,0.44,0.24,0.18,0.38,0.65,0.74,0.74,0.59,0.29,0.47,0.71,0.26,0.09,0.03,0.12,0.26,0.56,0.18,8
Koppal,Gangavathi,19617,GKLPS Sri Ranga Devaraya nagar,29070212705,Sri Ranga Devaraya nagar,10,4,4,2,6,1,3,5,3,2,3,3,4,2,4,4,4,4,2,4,3,3,3,4,3,3,5,2,0,6,4,Sri Ranga Devaraya Nagar,Koppal,Hirejanthakal,24/09/2016,GLPS Sri Ranga Devaraya Nagar,19617,Sangapur,0.71,0.29,0.71,0.43,0.14,0.43,0.14,0.86,0.86,0.71,0.57,0.57,1,0.57,0.14,1,0,1,0.71,0,10.86
Koppal,Gangavathi,19616,GKLPS Vipra,29070212702,Vipra,10,4,6,0,2,4,4,3,4,3,3,4,3,2,5,3,5,4,1,2,5,3,5,3,2,5,4,1,0,6,4,Vipra,Koppal,Hirejanthakal,24/09/2016,GLPS Vipra,19616,Sangapur,0.5,0,1,1,0.5,1,1,0,1,1,1,0.5,0.5,0,0,0,0,1,1,1,12
Koppal,Koppal,20105,GHPS Gudadalli,29070305301,Gudadalli,180,97,82,1,52,116,12,170,9,1,58,68,54,63,68,49,125,52,3,43,117,20,145,34,1,76,90,14,52,109,19,Gudadalli ,Koppal,Koppal,17/12/2016,GHPS Gudadalli,20105,Guladalli,0.68,0.38,0.42,0.25,0.1,0.1,0.17,0.17,0.88,0.78,0.5,0.38,0.63,0.2,0.05,0.3,0.13,0.23,0.3,0.05,6.67
KOPPAL,KUSTAGI,20217,GHPS AMARAPUR,29070400401,AMARAPUR,104,72,32,0,60,15,29,104,0,0,66,16,22,3,3,98,96,8,0,54,48,2,100,4,0,67,36,1,29,46,29,Amarapur  ,Koppal,Kustagi,03/12/2016,GHPS Amarapur,20217,Kilarhatti,0.83,0.17,0,0.5,0.17,0.17,0.17,0.33,0.17,0.5,0.67,0.17,0.5,0.33,0.17,0,0.17,0.67,0.33,0.17,6.17
KOPPAL,KUSTAGI,20218,GLPS AMARAPUR TANDA,29070400402,AMARAPUR TANDA,22,19,3,0,22,0,0,20,0,2,1,19,2,20,0,2,20,2,0,11,11,0,20,2,0,14,7,1,8,14,0,Amarapur Tanda,Koppal,Kustagi,03/12/2016,GLPS Amarapur Tanda,20218,Kilarhatti,1,0.5,0.75,0.75,0.5,0.75,0.75,1,1,1,0.75,0.5,1,0.75,0.75,0.5,0.75,1,1,0.5,15.5
KOPPAL,KUSTAGI,20165,GLPS ASHRAYA  BADAVANE HANAMANAL,29070405004,A.B.HANAMNAL,30,26,4,0,0,30,0,30,0,0,0,30,0,0,30,0,30,0,0,12,12,6,24,6,0,19,11,0,6,24,0,Ashraya Badavane Hanuamanal,Koppal,Kustagi,20/01/2017,GLPS Ashraya Badavane Hanuamanal,20165,Hanumanhal,1,0.14,0.71,0.43,0.71,0.43,0.71,0.71,0.29,0.71,0.71,0.43,1,0.71,0.57,1,0.86,0.14,0.71,0,12
KOPPAL,KUSTAGI,20249,GHPS BACHANHAL,29070400601,BACHANAL,86,84,2,0,66,10,10,56,21,9,36,42,8,61,7,18,59,1,26,44,10,32,75,5,6,66,1,19,39,36,11,Bachanal,Koppal,Kustagi,24/12/2016,GHPS Bachanal,20249,Menedal,0.33,0.33,1,1,1,0.67,0.67,0.67,1,1,0,0.33,1,0.67,0,0.33,0.33,0.67,0.33,0,11.33
KOPPAL,KUSTAGI,20311,GHPS BADIMANHAL,29070417701,BADIMANHAL,100,96,4,0,0,94,6,99,0,1,49,30,21,90,3,7,97,2,1,85,13,2,91,2,7,80,16,4,63,30,7,Badimanhal,Koppal,Kustagi,10/12/2016,GHPS Badimanhal,20311,Tumarikoppa,1,0.14,0.64,0.14,0.57,0.5,0.5,0.5,0.57,0.64,0.29,0.21,0.86,0.79,0.14,0.79,0.5,0.71,0.86,0.5,10.86
KOPPAL,KUSTAGI,20313,GHPS BANDRAGAL,29070400801,BANDARAGAL,90,44,46,0,62,17,11,38,52,0,6,61,23,0,0,90,90,0,0,40,50,0,88,2,0,56,34,0,2,61,27,Bandaragal,Koppal,Kustagi,03/12/2016,GHPS Bandaragal,20313,Katapur,0.91,0.64,0.73,1,1,0.91,1,0.91,0.64,0.55,0.82,0.36,1,0.82,0.27,0,0,1,0.91,1,14.45
KOPPAL,KUSTAGI,20198,GLPS  BANNATTI,29070400902,BANNATTI,14,13,0,1,3,9,2,14,0,0,2,12,0,5,3,6,14,0,0,3,10,1,14,0,0,8,6,0,0,3,11,Bannatti,Koppal,Kustagi,17/12/2016,GLPS Bannatti,20198,Mudenur,0.83,0,0,0,0,0,0,0,0.67,0.83,0.33,0,0.83,0.17,0.17,0,0,0.17,0.17,0.17,4.33
KOPPAL,KUSTAGI,20160,GHPS N.BASSAPUR,29070401001,BASSAPUR,60,60,0,0,60,0,0,58,1,1,0,57,3,50,5,5,60,0,0,57,2,1,59,1,0,59,1,0,54,5,1,Bassapur,Koppal,Kustagi,07/01/2017,GHPS Bassapur,20160,Nilogal,1,0.75,1,0.63,0.75,1,0.75,1,0.75,0.88,1,0.5,1,0.75,0.5,0.63,0.63,0.75,1,0,15.25
KOPPAL,KUSTAGI,20272,GLPS BASSAPUR .M,29070401101,M.BASSAPUR,15,15,0,0,7,5,3,10,2,3,4,11,0,8,7,0,14,1,0,7,8,0,14,1,0,14,1,0,3,12,0,Bassapur M,Koppal,Kustagi,10/12/2016,GLPS Bassapur M,20272,Bijakal,1,0.17,0.33,0.17,0.17,0,0,0.67,0.67,0.5,0,0.17,0.67,0.17,0,0.17,0,0,0,0,4.83
KOPPAL,KUSTAGI,20314,GHPS BEELAGI,29070401201,BEELAGI,40,20,20,0,1,33,6,22,18,0,30,4,6,0,0,40,40,0,0,15,24,1,36,4,0,28,12,0,0,31,9,Beelagi ,Koppal,Kustagi,19/12/2016,GHPS Beelagi,20314,Kabbaragi,0.91,0.39,0.48,0.52,0.65,0.65,0.52,1,0.7,0.65,0.61,0.48,0.87,0.43,0.39,0.87,0.83,0.74,0.78,0.74,13.22
KOPPAL,KUSTAGI,20328,GLPS BENCHAMATTI,29070401301,G.BENCHAMATTI,30,22,8,0,9,17,4,19,10,1,2,20,8,11,15,4,25,4,1,10,19,1,19,6,5,16,12,2,0,12,18,Benchamatti,Koppal,Kustagi,21/01/2017,GLPS Benchamatti,20328,Koradakera,1,0.75,0.5,0.75,0.5,1,0.75,0.75,0.5,0.5,0.5,0.25,0.75,0.5,0,0,0.75,0,0.75,0.75,11.25
KOPPAL,KUSTAGI,20274,GLPS JANATABADAVNE BIJAKAL,29070401702,BIJAKAL,50,28,13,9,28,9,13,22,15,13,27,13,10,22,16,12,48,1,1,12,24,14,40,0,10,41,0,9,19,24,7,Bijakal,Koppal,Kustagi,10/12/2016,GLPS Janatha badavane Bijakal,20274,Bijakal,1,0.25,0.25,1,0.5,0.5,0.25,1,1,1,0.75,0.25,0.75,0,0,1,0.25,1,0.75,0,11.5
KOPPAL,KUSTAGI,20329,GLPS BISNHAL,29070401901,BISNHAL,38,22,15,1,20,14,4,38,0,0,12,22,4,17,7,14,34,1,3,18,17,3,30,6,2,19,14,5,12,5,21,Bisanhal,Koppal,Kustagi,26/11/2016,GLPS Bisanhal,20329,Hirenandihal,0.5,0.08,0.25,0.33,0.08,0,0,0.08,0.42,0.17,0.08,0,0.33,0.17,0,0,0,0,0.08,0,2.58
KOPPAL,KUSTAGI,20162,GHPS BOMMANHAL,29070402001,BOMMANAL,119,116,3,0,0,111,8,119,0,0,0,110,9,84,15,20,118,1,0,80,32,7,116,1,2,113,5,1,59,34,26,Bommanal,Koppal,Kustagi,07/01/2017,GHPS Bommanal,20162,Nilogal,1,0.25,0.4,0.5,0.5,0.1,0.05,0.9,0.45,0.8,0.4,0.25,0.9,0.85,0,0.65,0.3,0.5,0.75,0.8,10.35
KOPPAL,KUSTAGI,20330,GHPS BYALIHAL,29070402101,BYALIHAL,70,41,29,0,49,19,2,47,23,0,40,30,0,42,28,0,57,13,0,51,19,0,55,14,1,47,22,1,21,40,9,Byalhal,Koppal,Kustagi,21/01/2017,GHPS Byalihal,20330,Koradakera,0.89,0.78,0.67,0.67,0.89,0.56,0.67,0.67,0.67,1,0.56,0.33,1,0.78,0.33,1,0.67,0.56,0.78,0.33,13.78
KOPPAL,KUSTAGI,20128,LPS BENAKANAL ROAD CHALIGERI,29070402204,CHALAGERA,75,46,29,0,43,30,2,55,19,1,17,52,6,51,21,3,65,10,0,46,27,2,56,18,1,46,28,1,20,49,6,Chalagera,Koppal,Kustagi,01/12/2016,GLPS Benakanal road,20128,Chalagera,0.91,0.45,0.64,0.64,0.45,0.36,0.36,0.82,1,1,1,0.45,0.82,0.64,0.09,0.09,1,0.82,0.91,1,13.45
KOPPAL,KUSTAGI,20331,GLPS CHIKKA NANDIHAL,29070402601,CHIKKA NANDIHAL,67,40,26,1,29,33,5,43,22,2,11,41,15,0,1,66,49,18,0,26,34,7,39,21,7,34,19,14,4,37,26,Chikkanandihal,Koppal,Kustagi,26/11/2016,GLPS Chikkanandihal,20331,Hirebannigol,1,0.61,0.44,0.28,0.39,0.44,0.33,0.67,0.61,0.61,0.56,0.5,0.78,0.44,0.17,0.39,0.89,0.78,0.67,0.11,10.67
KOPPAL,KUSTAGI,20251,GLPS CHIKKATAMMINHAL,29070402701,CHIKKATAMMINHAL,55,50,5,0,27,26,2,34,16,5,32,20,3,29,14,12,49,6,0,18,24,13,50,0,5,44,11,0,11,31,13,Chikkatamminhal,Koppal,Kustagi,24/12/2016,GLPS Chikkatamminhal,20251,Menedal,0.83,0.17,0.33,0.5,0.33,1,0.83,0.67,0.17,0.5,0.33,0.17,0.83,0.67,0.33,0.33,0.33,1,0.17,0,9.5
KOPPAL,KUSTAGI,20129,GHPS DEVALAPUR,29070402801,DEVALAPUR,50,32,18,0,29,14,7,35,11,4,30,17,3,0,0,50,39,9,2,24,21,5,35,12,3,30,14,6,2,21,27,Devalapur,Koppal,Kustagi,28/01/2017,GHPS Devalapur,20129,Adavibhavi,0.71,0.29,0.57,0.57,0.43,0.29,0.43,0.71,0.43,0.57,0.29,0.57,0.71,0.57,0.14,0.29,0.14,0.71,0.71,0.71,9.86
KOPPAL,KUSTAGI,20332,GLPS DONNIGUDDA,29070402901,DONNIGUDDA,46,27,8,11,13,10,23,25,6,15,16,13,17,13,14,19,41,2,3,24,10,12,39,0,7,26,8,12,16,10,20,Donnigudda,Koppal,Kustagi,26/11/2016,GLPS Donnigudda,20332,Hirenandihal,0.75,0.5,1,1,1,0.5,0.75,0.75,0.75,1,0.75,0.75,0.75,0.75,0.75,0.25,1,0.75,0.75,0.25,14.75
KOPPAL,KUSTAGI,20145,GMHPS DOTIHAL,29070403001,DOTIHAL,32,14,11,7,16,10,6,15,11,6,17,9,6,15,12,5,30,1,1,7,16,9,24,3,5,26,1,5,11,14,7,Dotihal,Koppal,Kustagi,17/12/2016,GMHPS Dotihal,20145,Dotihal,0.86,0.73,0.55,0.73,0.68,0.5,0.5,0.59,0.64,0.68,0.55,0.41,0.77,0.68,0.59,0.55,0.73,0.82,0.91,0.14,12.59
KOPPAL,KUSTAGI,20282,GLPS EKALAVYA HIREMANAPUR,29070405405,EKALAVYA HIREMANAPUR,34,34,0,0,10,24,0,10,24,0,29,5,0,10,10,14,27,2,5,9,14,11,24,5,5,12,13,9,11,23,0,Ekalavya nagar,Koppal,Kustagi,17/12/2016,GLPS Ekalavya nagar,20282,Hiremannapur,1,1,1,0,0.5,1,0,1,1,1,1,1,1,0,0.5,0.5,0,1,1,0.5,14
KOPPAL,KUSTAGI,20252,GLPS GANGANHAL .S,29070403301,GANGANHAL. S,57,56,1,0,52,4,1,34,15,8,20,33,4,24,22,11,55,1,1,42,14,1,55,1,1,40,14,3,5,42,10,Ganganhal,Koppal,Kustagi,08/10/2016,GLPS Ganganhal S,20252,Sanganhal,0.75,0.88,0.63,0.38,0,0.13,0.13,0.75,0.88,1,0.38,0.38,0.88,0.13,0.13,0.25,0.25,0.75,0.75,0.13,9.5
KOPPAL,KUSTAGI,20275,GHPS  GANGANHAL .G,29070403201,GANGANHAL G,100,65,24,11,52,36,12,89,7,4,45,39,16,59,28,13,73,16,11,54,36,10,75,17,8,56,29,15,41,33,26,Ganganhal G,Koppal,Kustagi,26/11/2016,GHPS Ganganhal G,20275,Gumageri,0.75,0,0.25,0.08,0.25,0.25,0.25,0.33,0.75,0.67,0.58,0.5,0.92,0,0,0.33,0.25,0.08,0.33,0.42,7
KOPPAL,KUSTAGI,20276,GHPS GONAL.K,29070403501,K.GONAL,33,25,5,3,17,9,7,23,6,4,8,21,4,0,0,33,27,4,2,6,18,9,27,2,4,21,6,6,12,15,6,Gonal K,Koppal,Kustagi,10/12/2016,GHPS Gonal K,20276,Bijakal,0.5,0,0.5,0,0.5,0,0,0,0.5,0,0,0,0,0.5,0,0,0,0,0,0,2.5
KOPPAL,KUSTAGI,20297,GHPS GOREBIHAL,29070403601,GOREBIHAL,120,118,2,0,120,0,0,118,2,0,2,118,0,106,2,12,120,0,0,62,26,32,113,2,5,66,38,16,57,28,35,Gorebihal,Koppal,Kustagi,10/12/2016,GHPS Gorebihal,20297,Tumarikoppa,0.86,0.43,0.71,0.43,0.71,0.71,0.57,0.71,0.71,0.86,0,0.29,1,0.43,0.71,0.14,0.57,1,1,0.57,12.43
KOPPAL,KUSTAGI,20180,GHPS GUDADURKALL,29070404101,GUDADURKAL,45,25,20,0,28,17,0,27,18,0,0,41,4,0,0,45,44,1,0,35,10,0,44,1,0,43,2,0,6,30,9,Gudadurkal,Koppal,Kustagi,21/01/2017,GHPS Gudadurkal,20180,Yaragera,1,1,1,0.87,1,0.93,0.93,1,0.87,1,1,1,1,1,0.73,0.93,0.93,1,1,1,19.2
KOPPAL,KUSTAGI,20253,GLPS GUDDADA HANUMASAGR,29070403901,GUDDAD HANUMSAGAR,43,25,18,0,0,42,1,42,1,0,0,43,0,23,4,16,36,4,3,21,16,6,39,1,3,28,14,1,20,23,0,Guddad Hanumasagar ,Koppal,Kustagi,26/11/2016,GLPS Guddad hanumasagar,20253,Lingadalli,0.5,0,0,0,0,0,0,0,0.5,0.5,0,0,0.5,0,0,0,0,0,0.5,0,2.5
KOPPAL,KUSTAGI,20254,GLPS GUDDADA HANUMASGAR CAMP,29070403902,GUDDAD HANUMSAGAR CAMP,49,12,35,2,2,28,19,34,4,11,16,2,31,4,36,9,21,25,3,1,44,4,5,41,3,2,45,2,3,43,3,Guddad Hanumasagar Camp,Koppal,Kustagi,26/11/2016,GLPS Guddad hanumansagar Camp,20254,Lingadalli,0.83,0.17,0.83,0.83,0.33,0.5,0.33,0.5,0.33,0.83,0.33,0.33,0.83,0.33,0,0.67,0.33,0.67,0.83,0,9.83
